37.76818513870239,-122.41071939468384,205
37.801616191864014,-122.44779825210571,142
37.79565095901489,-122.41664171218872,13
37.75209188461304,-122.42114782333374,70
37.773334980010986,-122.46693849563599,160
37.77578115463257,-122.39333868026733,144
37.80543565750122,-122.41522550582886,170
37.748658657073975,-122.4760365486145,37
37.75831460952759,-122.39608526229858,21
37.79067277908325,-122.40475416183472,31
37.74522542953491,-122.4412751197815,19
37.79500722885132,-122.41483926773071,50
37.758357524871826,-122.42350816726685,63
37.74346590042114,-122.45590925216675,6
37.72780179977417,-122.40805864334106,9
37.732651233673096,-122.4769377708435,4
37.79573678970337,-122.42342233657837,65
37.74870157241821,-122.4236798286438,12
37.784621715545654,-122.46882677078247,16
37.74732828140259,-122.5060772895813,8
37.7416205406189,-122.46432065963745,2
37.73033380508423,-122.43385076522827,9
37.76217699050903,-122.50818014144897,29
37.7185320854187,-122.43076086044312,16
37.757627964019775,-122.48423337936401,6
37.74934530258179,-122.45213270187378,4
37.73376703262329,-122.39389657974243,6
37.73732900619507,-122.44779825210571,5
37.73548364639282,-122.45968580245972,5
37.73273706436157,-122.42174863815308,3
37.74410963058472,-122.49457597732544,1
37.78951406478882,-122.42891550064087,44
37.72003412246704,-122.4612307548523,15
37.76397943496704,-122.43655443191528,37
37.732436656951904,-122.39153623580933,73
37.77127504348755,-122.4370265007019,57
37.782604694366455,-122.40771532058716,50
37.74003267288208,-122.46281862258911,4
37.74818658828735,-122.41917371749878,18
37.78071641921997,-122.47071504592896,44
37.74728536605835,-122.50715017318726,9
37.71033525466919,-122.41046190261841,16
37.749130725860596,-122.416512966156,10
37.76033163070679,-122.46603727340698,12
37.750375270843506,-122.47942686080933,7
37.80062913894653,-122.43788480758667,85
37.75749921798706,-122.43797063827515,14
37.72698640823364,-122.39355325698853,73
37.80062913894653,-122.40758657455444,16
37.74286508560181,-122.47998476028442,15
37.7315354347229,-122.46376276016235,1
37.71127939224243,-122.39260911941528,27
37.76329278945923,-122.44380712509155,11
37.770845890045166,-122.43273496627808,23
37.76299238204956,-122.48998403549194,19
37.802560329437256,-122.43801355361938,12
37.7410626411438,-122.45985746383667,6
37.79088735580444,-122.4526047706604,6
37.77522325515747,-122.4670672416687,21
37.723166942596436,-122.46423482894897,5
37.75694131851196,-122.40471124649048,31
37.755911350250244,-122.48088598251343,4
37.72763013839722,-122.4716591835022,16
37.72857427597046,-122.40509748458862,10
37.73634195327759,-122.50101327896118,6
37.730677127838135,-122.45745420455933,7
37.74749994277954,-122.50178575515747,2
37.78075933456421,-122.41870164871216,348
37.78869867324829,-122.40522623062134,314
37.75904417037964,-122.42582559585571,37
37.7196478843689,-122.46805429458618,14
37.80200242996216,-122.41960287094116,257
37.73797273635864,-122.3896050453186,53
37.817838191986084,-122.37123727798462,185
37.79324769973755,-122.42123365402222,60
37.78681039810181,-122.41994619369507,166
37.78174638748169,-122.41466760635376,165
37.75144815444946,-122.3896050453186,25
37.76500940322876,-122.42058992385864,132
37.730934619903564,-122.37389802932739,50
37.73247957229614,-122.39235162734985,12
37.71226644515991,-122.46256113052368,3
37.79170274734497,-122.447669506073,9
37.760159969329834,-122.46925592422485,22
37.79715299606323,-122.41299390792847,10
37.80247449874878,-122.42307901382446,30
37.7115797996521,-122.4355673789978,7
37.733895778656006,-122.43406534194946,23
37.72329568862915,-122.40509748458862,5
37.774879932403564,-122.44629621505737,16
37.72273778915405,-122.44144678115845,14
37.75531053543091,-122.49483346939087,6
37.759130001068115,-122.49294519424438,9
37.710978984832764,-122.39647150039673,5
37.788569927215576,-122.3980164527893,24
37.74080514907837,-122.48414754867554,6
37.79153108596802,-122.4158263206482,14
37.72823095321655,-122.41149187088013,18
37.798311710357666,-122.40308046340942,3
37.71428346633911,-122.46801137924194,10
37.747371196746826,-122.41050481796265,8
37.71273851394653,-122.41252183914185,16
37.80153036117554,-122.40458250045776,3
37.75878667831421,-122.4540638923645,3
37.723166942596436,-122.44256258010864,20
37.75299310684204,-122.40634202957153,176
37.74797201156616,-122.43599653244019,13
37.75668382644653,-122.45333433151245,3
37.73372411727905,-122.47316122055054,9
37.801101207733154,-122.42616891860962,64
37.762649059295654,-122.39557027816772,78
37.76346445083618,-122.4419617652893,10
37.796809673309326,-122.41518259048462,17
37.77947187423706,-122.49865293502808,11
37.78779745101929,-122.45706796646118,8
37.7396035194397,-122.38582849502563,41
37.74445295333862,-122.48655080795288,14
37.730419635772705,-122.41938829421997,12
37.76492357254028,-122.4890398979187,18
37.721450328826904,-122.41196393966675,3
37.73526906967163,-122.49178647994995,11
37.76522397994995,-122.4610161781311,10
37.79693841934204,-122.41016149520874,7
37.71278142929077,-122.44457960128784,11
37.732393741607666,-122.48273134231567,3
37.8035044670105,-122.43003129959106,7
37.71574258804321,-122.41071939468384,5
37.710936069488525,-122.40617036819458,9
37.77543783187866,-122.46281862258911,10
37.74526834487915,-122.4592137336731,3
37.74406671524048,-122.4950909614563,8
37.77702569961548,-122.5092101097107,10
37.76500940322876,-122.42046117782593,106
37.8069806098938,-122.41050481796265,294
37.773635387420654,-122.44093179702759,82
37.776639461517334,-122.43985891342163,34
37.77324914932251,-122.4690842628479,73
37.7859091758728,-122.41973161697388,321
37.78745412826538,-122.43016004562378,65
37.80217409133911,-122.40299463272095,57
37.76973009109497,-122.40441083908081,6
37.76599645614624,-122.43080377578735,58
37.77230501174927,-122.42878675460815,69
37.765095233917236,-122.41870164871216,50
37.76346445083618,-122.47925519943237,29
37.778356075286865,-122.48032808303833,10
37.7196478843689,-122.43754148483276,13
37.762649059295654,-122.43213415145874,12
37.70951986312866,-122.45766878128052,62
37.784621715545654,-122.44483709335327,16
37.77698278427124,-122.46934175491333,7
37.805306911468506,-122.40853071212769,47
37.76930093765259,-122.49616384506226,11
37.71664381027222,-122.4560809135437,25
37.737414836883545,-122.47637987136841,5
37.73728609085083,-122.49131441116333,5
37.7286171913147,-122.42642641067505,1
37.71630048751831,-122.40994691848755,6
37.73531198501587,-122.4332070350647,7
37.723939418792725,-122.42282152175903,10
37.75325059890747,-122.49895334243774,6
37.762906551361084,-122.41217851638794,73
37.78719663619995,-122.41698503494263,55
37.71754503250122,-122.481529712677,57
37.79350519180298,-122.39758729934692,95
37.80170202255249,-122.41788625717163,59
37.7410626411438,-122.40393877029419,34
37.74475336074829,-122.43569612503052,12
37.76470899581909,-122.4035096168518,26
37.71810293197632,-122.44985818862915,5
37.75329351425171,-122.42758512496948,26
37.769129276275635,-122.43488073348999,18
37.71660089492798,-122.45908498764038,23
37.711193561553955,-122.40363836288452,29
37.72355318069458,-122.43243455886841,18
37.74835824966431,-122.48251676559448,3
37.74775743484497,-122.45998620986938,10
37.71299600601196,-122.39853143692017,4
37.77732610702515,-122.44955778121948,15
37.71059274673462,-122.46929883956909,13
37.77354955673218,-122.50358819961548,9
37.73029088973999,-122.39986181259155,16
37.758357524871826,-122.46805429458618,5
37.72904634475708,-122.41840124130249,3
37.729690074920654,-122.45994329452515,1
37.776596546173096,-122.4780535697937,19
37.73977518081665,-122.42556810379028,14
37.728660106658936,-122.41496801376343,10
37.730677127838135,-122.40338087081909,18
37.76093244552612,-122.44762659072876,9
37.71737337112427,-122.43273496627808,11
37.75097608566284,-122.46427774429321,1
37.708446979522705,-122.45882749557495,3
37.78054475784302,-122.49873876571655,2
37.70986318588257,-122.41423845291138,2
37.7745795249939,-122.41260766983032,310
37.79376268386841,-122.43144750595093,22
37.788097858428955,-122.41007566452026,139
37.78449296951294,-122.47204542160034,10
37.79101610183716,-122.3991322517395,54
37.78247594833374,-122.42410898208618,116
37.78814077377319,-122.39033460617065,103
37.7968955039978,-122.40192174911499,44
37.72857427597046,-122.40140676498413,14
37.78899908065796,-122.41024732589722,121
37.75582551956177,-122.48303174972534,24
37.74226427078247,-122.49388933181763,10
37.776124477386475,-122.48873949050903,6
37.757413387298584,-122.425696849823,15
37.78899908065796,-122.44063138961792,14
37.71424055099487,-122.46891260147095,5
37.76676893234253,-122.48238801956177,8
37.72771596908569,-122.41346597671509,3
37.777369022369385,-122.46080160140991,20
37.72007703781128,-122.43397951126099,29
37.75419473648071,-122.47753858566284,24
37.71110773086548,-122.43882894515991,11
37.73835897445679,-122.41398096084595,5
37.73505449295044,-122.49234437942505,4
37.71475553512573,-122.43363618850708,3
37.76397943496704,-122.49650716781616,4
37.74685621261597,-122.47380495071411,6
37.71402597427368,-122.39908933639526,1
37.7809739112854,-122.39316701889038,37
37.73449659347534,-122.43389368057251,30
37.788355350494385,-122.43037462234497,26
37.793076038360596,-122.39651441574097,324
37.78376340866089,-122.4176287651062,192
37.7624773979187,-122.44466543197632,21
37.77569532394409,-122.42106199264526,84
37.788355350494385,-122.48534917831421,4
37.73672819137573,-122.39411115646362,35
37.750890254974365,-122.39986181259155,12
37.725398540496826,-122.4416184425354,12
37.79071569442749,-122.40432500839233,86
37.762906551361084,-122.49212980270386,7
37.78423547744751,-122.4774956703186,8
37.74428129196167,-122.41136312484741,13
37.728188037872314,-122.37072229385376,15
37.7635931968689,-122.4760365486145,27
37.76342153549194,-122.48032808303833,42
37.739903926849365,-122.42359399795532,28
37.77874231338501,-122.43857145309448,40
37.70960569381714,-122.40771532058716,6
37.718961238861084,-122.50024080276489,103
37.79650926589966,-122.41007566452026,43
37.79590845108032,-122.40741491317749,8
37.78681039810181,-122.46148824691772,7
37.733166217803955,-122.40728616714478,8
37.79028654098511,-122.43749856948853,14
37.7266001701355,-122.42282152175903,14
37.79565095901489,-122.43183374404907,11
37.75355100631714,-122.42359399795532,5
37.75256395339966,-122.4720025062561,2
37.73509740829468,-122.45307683944702,7
37.80290365219116,-122.40750074386597,1
37.77191877365112,-122.49809503555298,7
37.757112979888916,-122.49603509902954,8
37.78951406478882,-122.45067358016968,4
